2026-03-17T17:51:20 | INFO     | app.main | Starting memory server
2026-03-17T17:51:21 | INFO     | app.services.qdrant_service | Collection 'agent_memories' already exists
2026-03-17T17:51:21 | INFO     | app.main | Ollama embed model warmed up (dim=768)
2026-03-17T17:51:21 | INFO     | app.services.job_queue | JobQueue initialized: qdrant_data\jobs.db
2026-03-17T17:51:21 | INFO     | app.main | Job queue started
2026-03-17T17:51:21 | INFO     | app.services.skill_counters | SkillCountersStore initialized: qdrant_data\skills.db
2026-03-17T17:51:21 | INFO     | app.services.job_queue | Job queue worker started
2026-03-17T17:51:21 | INFO     | app.main | Skill counters migration: seeded 2 skills from Qdrant -> SQLite
2026-03-17T17:51:21 | INFO     | app.services.improvements_store | ImprovementsStore initialized: qdrant_data\improvements.db
2026-03-17T17:51:22 | INFO     | app.main | Improvements migration: seeded 52 items from Qdrant -> SQLite
2026-03-17T17:51:22 | INFO     | app.services.learning_store | LearningStore initialized: qdrant_data\learning.db
2026-03-17T17:51:22 | INFO     | app.services.memory_store | MemoryContentStore initialized: qdrant_data\memory_store.db
2026-03-17T17:51:22 | INFO     | app.main | GLM mirror background task started (interval=0h)
2026-03-17T17:51:22 | INFO     | app.main | Importance decay background task started (interval=24h)
2026-03-17T17:51:22 | INFO     | app.main | Crystallization background task started (interval=168h)
2026-03-17T17:51:22 | INFO     | app.main | Memory server ready — Qdrant=localhost:6333, Ollama=http://localhost:11434, model=nomic-embed-text
INFO:     127.0.0.1:65283 - "GET /api/v1/health HTTP/1.1" 200 OK
INFO:     192.168.1.138:65305 - "GET /api/v1/learning/mirror/status HTTP/1.1" 200 OK
INFO:     192.168.1.138:65304 - "GET /api/v1/learning/artifacts?limit=1000 HTTP/1.1" 200 OK
INFO:     192.168.1.138:65306 - "GET /api/v1/learning/report HTTP/1.1" 200 OK
INFO:     192.168.1.138:65304 - "GET /api/v1/admin/logs HTTP/1.1" 403 Forbidden
INFO:     192.168.1.138:65306 - "GET /api/v1/admin/dbs HTTP/1.1" 403 Forbidden
INFO:     192.168.1.138:65304 - "GET /api/v1/learning/events?event_type=memory_use&limit=200&since_hours=24 HTTP/1.1" 200 OK
INFO:     192.168.1.138:65306 - "GET /api/v1/learning/events?event_type=outcome_recorded&limit=200&since_hours=24 HTTP/1.1" 200 OK
INFO:     192.168.1.138:65301 - "GET /api/v1/health HTTP/1.1" 200 OK
