2026-03-17T17:32:09 | INFO     | app.main | Starting memory server
2026-03-17T17:32:10 | INFO     | app.services.qdrant_service | Collection 'agent_memories' already exists
2026-03-17T17:32:10 | INFO     | app.main | Ollama embed model warmed up (dim=768)
2026-03-17T17:32:10 | INFO     | app.services.job_queue | JobQueue initialized: qdrant_data\jobs.db
2026-03-17T17:32:10 | INFO     | app.main | Job queue started
2026-03-17T17:32:10 | INFO     | app.services.skill_counters | SkillCountersStore initialized: qdrant_data\skills.db
2026-03-17T17:32:10 | INFO     | app.services.job_queue | Job queue worker started
2026-03-17T17:32:10 | INFO     | app.main | Skill counters migration: seeded 2 skills from Qdrant -> SQLite
2026-03-17T17:32:10 | INFO     | app.services.improvements_store | ImprovementsStore initialized: qdrant_data\improvements.db
2026-03-17T17:32:11 | INFO     | app.main | Improvements migration: seeded 52 items from Qdrant -> SQLite
2026-03-17T17:32:11 | INFO     | app.services.learning_store | LearningStore initialized: qdrant_data\learning.db
2026-03-17T17:32:11 | INFO     | app.services.memory_store | MemoryContentStore initialized: qdrant_data\memory_store.db
2026-03-17T17:32:11 | INFO     | app.main | GLM mirror background task started (interval=0h)
2026-03-17T17:32:11 | INFO     | app.main | Importance decay background task started (interval=24h)
2026-03-17T17:32:11 | INFO     | app.main | Crystallization background task started (interval=168h)
2026-03-17T17:32:11 | INFO     | app.main | Memory server ready — Qdrant=localhost:6333, Ollama=http://localhost:11434, model=nomic-embed-text
INFO:     127.0.0.1:54623 - "GET /api/v1/health HTTP/1.1" 200 OK
INFO:     192.168.1.138:54640 - "GET /api/v1/learning/mirror/status HTTP/1.1" 200 OK
INFO:     192.168.1.138:54639 - "GET /api/v1/learning/artifacts?limit=1000 HTTP/1.1" 200 OK
INFO:     192.168.1.138:54641 - "GET /api/v1/learning/report HTTP/1.1" 200 OK
INFO:     192.168.1.138:54636 - "GET /api/v1/health HTTP/1.1" 200 OK
INFO:     192.168.1.138:54641 - "GET /api/v1/learning/events?event_type=memory_use&limit=200&since_hours=24 HTTP/1.1" 200 OK
INFO:     192.168.1.138:54640 - "GET /api/v1/governance/dying?limit=10&max_importance=0.25&min_age_days=7 HTTP/1.1" 200 OK
INFO:     192.168.1.138:54639 - "GET /api/v1/learning/events?event_type=outcome_recorded&limit=200&since_hours=24 HTTP/1.1" 200 OK
INFO:     192.168.1.138:54637 - "GET /api/v1/memories/stats HTTP/1.1" 200 OK
INFO:     192.168.1.138:54636 - "GET /api/v1/learning/events?limit=120&since_hours=24 HTTP/1.1" 200 OK
INFO:     192.168.1.138:54636 - "GET /dashboard HTTP/1.1" 200 OK
INFO:     192.168.1.138:54641 - "GET /api/v1/learning/mirror/status HTTP/1.1" 200 OK
INFO:     192.168.1.138:54640 - "GET /api/v1/learning/artifacts?limit=1000 HTTP/1.1" 200 OK
INFO:     192.168.1.138:54651 - "GET /api/v1/learning/report HTTP/1.1" 200 OK
INFO:     192.168.1.138:54640 - "GET /api/v1/admin/logs HTTP/1.1" 403 Forbidden
INFO:     192.168.1.138:54651 - "GET /api/v1/admin/dbs HTTP/1.1" 403 Forbidden
INFO:     192.168.1.138:54636 - "GET /api/v1/health HTTP/1.1" 200 OK
INFO:     192.168.1.138:54640 - "GET /api/v1/learning/events?event_type=memory_use&limit=200&since_hours=24 HTTP/1.1" 200 OK
INFO:     192.168.1.138:54651 - "GET /api/v1/learning/events?event_type=outcome_recorded&limit=200&since_hours=24 HTTP/1.1" 200 OK
INFO:     192.168.1.138:54636 - "GET /api/v1/learning/events?limit=120&since_hours=24 HTTP/1.1" 200 OK
INFO:     192.168.1.138:54641 - "GET /api/v1/governance/dying?limit=10&max_importance=0.25&min_age_days=7 HTTP/1.1" 200 OK
INFO:     192.168.1.138:54637 - "GET /api/v1/memories/stats HTTP/1.1" 200 OK
INFO:     192.168.1.138:54639 - "GET /api/v1/improvements/report HTTP/1.1" 200 OK
2026-03-17T17:32:53 | INFO     | app.services.glm_mirror | GLM mirror: calling LLM (events=30, patterns=1)
INFO:     192.168.1.138:54693 - "GET /api/v1/learning/mirror/status HTTP/1.1" 200 OK
INFO:     192.168.1.138:54692 - "GET /api/v1/learning/artifacts?limit=1000 HTTP/1.1" 200 OK
INFO:     192.168.1.138:54693 - "GET /api/v1/learning/report HTTP/1.1" 200 OK
INFO:     192.168.1.138:54693 - "GET /api/v1/admin/logs HTTP/1.1" 403 Forbidden
INFO:     192.168.1.138:54693 - "GET /api/v1/admin/dbs HTTP/1.1" 403 Forbidden
INFO:     192.168.1.138:54689 - "GET /api/v1/health HTTP/1.1" 200 OK
INFO:     192.168.1.138:54693 - "GET /api/v1/learning/events?event_type=memory_use&limit=200&since_hours=24 HTTP/1.1" 200 OK
INFO:     192.168.1.138:54692 - "GET /api/v1/governance/dying?limit=10&max_importance=0.25&min_age_days=7 HTTP/1.1" 200 OK
INFO:     192.168.1.138:54689 - "GET /api/v1/learning/events?event_type=outcome_recorded&limit=200&since_hours=24 HTTP/1.1" 200 OK
INFO:     192.168.1.138:54690 - "GET /api/v1/memories/stats HTTP/1.1" 200 OK
INFO:     192.168.1.138:54693 - "GET /api/v1/learning/events?limit=120&since_hours=24 HTTP/1.1" 200 OK
2026-03-17T17:33:04 | INFO     | app.services.glm_mirror | GLM mirror: evidence++ on 2ffc2e59-ee07-4435-a403-98b50ff82e13 (action=suggest_run_tests)
